id,content,label
4935,"Akhirnya tenggelam juga partai  apalagi setelah banyaknya video disimpan Hasto ga dibuka, padahal rakyat pengen nonton..   yang bilang PDIP ga akan tenggelam ini buktinya..."""""""",0,0,0,69",Non Self-Harm
4936,"TUHKAN BENER tenggelam lebih susah dari pada mengapung  makanya badan gw ngapung trs  dulu ga bisa ngapung, skrg bisa ngapung pengen tenggelam"""""""",1,0,0",Non Self-Harm
4937,"Pengen bgt tenggelam bjir,0,0",Terindikasi Self-Harm
4938,"Kalau pengen karir tidak tenggelam selamanya ati ati jebakan yang sudah banyak memakan korban,0,0",Non Self-Harm
4939,"Pengen daftar... biasanya di-inteli, biar bisa gantian nginteli. Untuk Indonesia maju dan tenggelam. """""""",0,0,1",Non Self-Harm
4940,"Pengen tenggelam,0,0",Terindikasi Self-Harm
4941,"Diajak mamah main ke pantai, pengen nyemplung tapi takut tenggelam kata mamah """""""",0,0",Non Self-Harm
4942,"Ngapain tenggelam bersama kalau ada kapal yang lebih baik mending pindah kapal gw masih pengen hidup,0,0",Non Self-Harm
4943,"udh ngasih niat taruh meja dia soalnya blio lagi ke toilet, buru buru mo balik ruangan malah pas buka pintu blio jg mo buka pintu wkwk akhirnya kaget kagetan dan ngakak berdua anj lah boii pengen tenggelam aja gue, soalnya tiap sama blio adegan kaget semua https://x.com/vinaanggraeni8/vinaanggraeni81/status/1883488865497002322…"""""""",0,0,3",Non Self-Harm
4944,"Eh demi apa tadi pagi sempet ngarep pengen ada yg bawain kala sang surya tenggelam, nyampe ku play berkali2  eh beneran direalisasikan anjayyy cenayang kah gw"""""""",1,0",Non Self-Harm
4945,"orang kaya gini tuh rasanya pengen gw tabok pake bata, otaknya udah tenggelam bikin daik darah anjir"""""""",0,0",Non Self-Harm
4946,"Gua lebih pengen valencia kalah biar makij tenggelam klub jahannam itu,1,0",Non Self-Harm
4947,"Udah terlanjur basah? Yaudah nyelem aja sekalian siapa tau lu mati tenggelam! Udah tau salah masih aja pengen lanjut. Banggakah jadi pelakor gitu? ,0,0,0,335",Non Self-Harm
4948,"worst part is my friends keep insulting me bcs i said i like him  yg tau, tolong jaga aib ini baik baik karna aib ini literally bikin gua pengen menyentuh rumput, tenggelam di lautan, and dig my own grave."""""""",1,0",Non Self-Harm
4949,"Aku pengen tenggelam,0,0",Terindikasi Self-Harm
4950,"Gw pengen maju aja, lu yg ikut tenggelam ya"""""""",0,0",Non Self-Harm
4951,"Pengen tenggelam aja di empang,0,0",Terindikasi Self-Harm
4952,"TENGGELAM WWKWKWK akhir-akhir ini lgi pengen yg gitu-gitu lah ,0,0,0,6,[],[]",Non Self-Harm
4953,"pengen ikutan tapi masalahnya udah gak inget jir tiba tiba terperosok aja dan tenggelam sampe dasar, mentok cinta gyuseok"""""""",1,0",Non Self-Harm
4954,"Pas gw bilang """"""""""""""""sorry, ternyata gw salah paham sama topik obrolan kita"""""""""""""""" dan dia dengan santainya bilang """"""""""""""""okay gpp, seenggaknya lu jadi nambah pengetahuan baru tentang yg gw omongin tadi"""""""""""""""". Sumpah,  kocak dan awkward banget ini. Rasa pengen tenggelam aja... """""""",0,0,0",Non Self-Harm
4955,"HAHAHAHAHA PENGEN KETAWA TAPI PEN NANGIS JUGA, TENGGELAM AJA KALI KITA YA DI PANTAI ANCOL BESOK"""""""",0,0",Terindikasi Self-Harm
4956,"mereka pengen tenggelam, biarin aja sih"""""""",0,0",Non Self-Harm
4957,"Tapi kalau lu nggak pernah ngelakuin ketiganya, ya tinggal refresh fyp lu atau klik not interested, dan tinggal cari konten yang lu pengen biar konten yang nggak lu suka itu tenggelam. """""""",1,0",Non Self-Harm
4958,"pengen tenggelam,0,0",Terindikasi Self-Harm
4959,"bener2 pengen tenggelam mungkin,0,0",Terindikasi Self-Harm
4960,"Dan yg ngebully Jawa itu kebanyakan warga Jakarta, banyak yg ngmg pengen pisah dari pulau Jawa, tp mereka lupa jakarta itu numpang di pulau Jawa dan kota nya sendiri tidak lama lagi bakal tenggelam """""""",0,0",Non Self-Harm
4961,"Malas makan wkwkkw malas ngapa""""""""""""""""inPengen dengerin lagu terus tenggelam aja"""""""",2,1",Terindikasi Self-Harm
4962,"pas kalian denger albumnya, kalian tenggelam di lagu melankolis sampe termenung",Non Self-Harm
4963,"Wkwkwkwkwk pengen exist dia kan namanya udah mau tenggelam...lumayan buat ndongkrak nama lagi wkwkwkwkwk,0,0",Non Self-Harm
4964,"pengen on di akun sebelah tapi takut makin tenggelam di dunia ini ,3,0",Non Self-Harm
4965,"kadang w pengen tenggelam aja,0,0",Terindikasi Self-Harm
4966,"DUH TENGGELAM DLM PESONA MU,1,0,0,18",Non Self-Harm
4967,"Kadang ada di fase gue pengen bikin akun isinya cuma tulisan gue doang. Kayak, lu lihat aja akun ini 35 ribu tweet, sungguh bacotnya gue!  Orang juga bingung deh kalau gue update, soalnya pasti tenggelam wkwk"""""""",1,0",Non Self-Harm
4968,"Pengen ngabisin waktu yang bener bener gak mikirin apa-apa, tenggelam dalam game. Dan beneran kelelep tenggelam wehh wkwkkw sesuai ekspektasi “otw no life”"""""""",0,0",Non Self-Harm
4969,"Susahnyaaa….. udah hampir setahon cuma dapet 1 aja muncul tenggelam.. dm aja yg ngerasa ganteng. Wife pengen ganti suasana,2,0",Non Self-Harm
4970,"kenapa ya tiap abis melakukan hal yg bikin aku overthinking, bawaannya langsung pengen tenggelam dan menghilangkan diri"""""""",0,0",Terindikasi Self-Harm
4971,"takut pasrah pengen tenggelam aja kalau diving itu.,0,0",Non Self-Harm
4972,"aduh anjing pengen tenggelam, gua paling gabisa sama penolakan demi Allah makanya gamau jadi orang marketing."""""""",0,0",Terindikasi Self-Harm
4973,"Tapi dia tenggelam banget pengen ku karungin,0,0",Non Self-Harm
4974,"Pengen ku tenggelam kan juga ,1,0",Non Self-Harm
4975,"hong kalau gua ada di posisi itu gua rasanya pengen tenggelam aja sihh asli https://x.com/wonghirunkiss//wonghirunkiss/status/1875183848490930408…,0,0",Terindikasi Self-Harm
4976,"Capek banget kocak.. hari ini beneran lupa minum sama makan..  adrenalinnya gak ngotak gw capek pengen tenggelam,0,0,0",Terindikasi Self-Harm
4977,"Trauma gw dari mereka  setiap ingat kejadiannya pengen gw tenggelam di dasar laut gw pengen ngilang,0,0",Terindikasi Self-Harm
4978,"Pengen tenggelam aja rasanya,0,0",Terindikasi Self-Harm
4979,"gue pengen tenggelam aja rasanya ,0,0",Terindikasi Self-Harm
4980,"Pengen tenggelam dalam lautan,0,0",Terindikasi Self-Harm
4981,"Lebih ke mereka banyak duit dan selalu nurutin nafsu mereka jadi tenggelam dan pengen lebih gila dalam urusan kaya gituan,0,0",Non Self-Harm
4982,"rasanya pengen ikutan tenggelam bareng aja sangking kangennya,1,0,0",Non Self-Harm
4983,"pengen pake gini juga tpi takut tenggelam,0,0,0",Non Self-Harm
4984,"Karena orang yang banyak senyum, ketawa sekalinya marah itu nakutin rasanya pengen tenggelam aja wkwkwk"""""""",1,0",Non Self-Harm
4985,"sumpa yaa ini tu lucu tauk!! pengen nyoba tp takut tenggelam ,0,0",Non Self-Harm
4986,"iyaa pliss pengen aku tangkep biar ga tenggelam nasib dia gimanaa, nyelem di air sampe minggu depan"""""""",1,0",Non Self-Harm
4987,"Pengen banget berenang untuk melatih otot-otot tapi tidak bisa berenang yang ada tenggelam,0,0",Non Self-Harm
4988,"jadi pengen tenggelam,1,0",Terindikasi Self-Harm
4989,"Kalo gw mah ngirim donate cuma karena pengen aja atau karena komen gw tenggelam ama komen yg lain ,0,0",Non Self-Harm
4990,"Pengen tenggelam aja asli bisa ga sih kl excited tuh di tahan aja,0,0",Terindikasi Self-Harm
4991,"saat kita duduk bareng rasa-rasa itu, kita mulai sadar kalau mereka cuma pengen divalidasi. bukan buat bikin kita tenggelam dalam kesedihan, tapi biar kita ngerti apa yang sebenarnya bikin kita ngerasa kayak gitu."""""""",1,0",Non Self-Harm
4992,"dress over jeans tuh CAKEP BGT aku dari dulu pengen nyoba pake, tp style kaya gitu mnurutku cocoknya di badan yg tinggi ramping dan kakinya jenjang, MASALAHNYA BADANKU PENDEKKKK SJSJDJDK jd kalo pake gitu takutnya bakal keliatan tenggelam(?) dan aneh """""""",1,0,0,9",Non Self-Harm
4993,"sebenernya pengen diceburin ke sungai tapi sayang bgt kapal 0 chemistry ini kalo makin tenggelam ,1,0",Non Self-Harm
4994,"Semoga yang beli dan pemilik tenggelam bersama,0,0",Non Self-Harm
4995,"UPACARAAAA ANJERRRRRR...gwa malah balik kaya abis tenggelam,0,0",Non Self-Harm
4996,"Akutu pengen lho bisa jatuh cinta lagi tapi aku malah terjatuh dan tak bisa bangkit lagi aku tenggelam dalam lautan luka dalam, aku tersesat dan tak tahu arah jalan pulang aku tanpamu butiran debu."""""""",0,0",Non Self-Harm
4997,"Rasanya cuma pengen tenggelam, udah dan selesai"""""""",0,0",Terindikasi Self-Harm
4998,"Kalau udah bisa ngambang pengen nya tenggelam,0,0",Terindikasi Self-Harm
4999,"Ngebet pengen doi jadi cewe, terlalu sering baca AU yg bot atau fem kali jadi tenggelam kedalam hal tsb"""""""",0,0",Non Self-Harm
5000,"Pengen beli kemeja crop untuk badanku yg petite enih spy tidak tenggelam tp shopee pelit voucher anjay,0,0",Non Self-Harm
5001,"IYA SUMPAH, aku tertekan banget kalo di sini soalnya bising banget, mana banyak keluarga  rasanya pengen tenggelam ke bumi"""""""",1,0,0",Terindikasi Self-Harm
5002,"Pengen tenggelam di dunia webtoon lagi huhu,0,0",Non Self-Harm
5003,"Mungkin Indonesia pengen menjadi Atlantis selanjutnya... tenggelam dan ilang,0,0",Non Self-Harm
5004,"ASTAGA NOTIFNYA TENGGELAM... tp IYA BENER gak semangat banget huhuhu, hawa-hawa sakit sm mendung ini bikin pengen di kasur terus XD thank youu!"""""""",0,0",Non Self-Harm
5005,"this is so REEEAAALLL, semua orang pengen tenggelam"""""""",0,0",Non Self-Harm
5006,"dia depresi by dihantuin rasa bersalah dan penyesalan sampe alam bawah sadar Dan ngebawa halusinasi (yg pengen ke RS nemuin neneknya) tapi malah ke laut: tenggelam/s*icide. trs di akhir scenenya jk tiba-tiba muncul,0,0",Non Self-Harm
5007,"Jd dr proses bljr brsama atau misal memulai hobi baru brsama jd mau ga mau kudu bljr bareng, kak ini teori yg blm ku praktekin krn blm married tp ini toeri make sanse bgt, klo bosen itu bisikan setan yg pengen memisahkan pasutri itu, jgn tenggelam dlm kubangan bisikan setan itu"""""""",1,0",Non Self-Harm
5008,"Ikut, pengen tenggelam aja/heh"""""""",1,0",Terindikasi Self-Harm
5009,"beliau ini sepertinya memang pengen indonesia tenggelam 2030 dan hancur dari peradaban,0,0",Non Self-Harm
5010,"Ga baik nih emg nontonin fancam haechan makin ditonton makin tenggelam makin pengen di pukpuk ,0,0,0,100",Non Self-Harm
5011,"ngapain ya biar ngantuk.. pengen balesin mt yang tenggelam,2,0",Non Self-Harm
5012,"Lu orang fnb tp cara lu ngadepin masalah ala ala preman kampungan yak. Sorry aja nih lu kerja dibidang fnb klo attitude lu masih sampah gini lu akan tenggelam cuy. Orang jadi malas repeat order tempat lu. Lu pengen emang gaet orang2 baru terus sementara pelanggan lama lu ilang?,0,1",Non Self-Harm
5013,"GW JD PENGEN NNTN MOMENTUM GEGARA INIIII MAU DENGER JOHNNY ICONIC MOVE VERSI PELAN PELAN MENGHANYUTKAN GINI. AAAA AKU TENGGELAM,0,0",Non Self-Harm
5014,"Presiden Indonesia saat ini. Klw si mulyono presiden planga plongo, klw yg sekarang presiden si paling OMON OMON Ga sabar pengen lihat dia ke antartika ngejar2 koruptor,  timbul tenggelam bersama rakyat KATANYA, tp begitu berhadapan dgn mulyono langsung ciut. OMON OMON"""""""",0,0,1",Non Self-Harm
5015,"Pengen di kencingi keknya negara ini, biar tenggelam"""""""",0,0",Non Self-Harm
5016,"sudah gue..."""""""""""""""" pengen tenggelam jelek banget"""""""",0,0",Terindikasi Self-Harm
5017,"Pengen berenang tapi takut tenggelam sih,0,0",Non Self-Harm
5018,"emosi naik turun seharian dari marah, kesel, misuh-misuh, pengen nelen orang, jadi pengen nangis, sedih, kecewa, sakit hati, pengen tenggelam.... aku tau aku cuma butuh dipukpuk aja kok ini iya kan iya dong dang ding dong"""""""",0,0",Terindikasi Self-Harm
5019,"Kalau boleh doa yg jelek2, pengen seluruh keluarga mulyono musnah tenggelam dalam gorong2, kayak firaun tenggelam dalam laut"""""""",1,0",Non Self-Harm
5020,"Bpjs terancam galbay, TEMANGGUNG BANJIR, bocil tenggelam di gorong2..... Like di ig kan wabup terpilih sering liat story gw yah, pengen ngestory """"""""""""""""semangat temanggung, semoga pejabat publik nya bisa kerja ya"""""""""""""""" tapi i think thats not very wise of me lmaoooo"""""""",0,0",Non Self-Harm
5021,"curiga sebenernya gw dikasih kerjaan bertubi tubi krn Allah tau gw kalo ada pikiran gaenak bawaannya pengen kabur alias tenggelam dalam kerjaan biar ga kepikiran,0,2",Terindikasi Self-Harm
5022,"kan dulu katanya si nanon pengen fokus ke music sedang kan si ohm  fokus ke film gitu jadinya ya mau gimana lagi pasti itu juga kesepakatan mereka tapi klau gk interaksi di didepan kamera mungkin kebijakan gmm biar series omhleng gk tenggelam soalnya kalau ohmnon masih interaksi,1,0",Non Self-Harm
5023,"Optimis tenggelam wkwk,0,0",Terindikasi Self-Harm
5024,"IYA LAGIII WOYY. Pas scene Seunghwi, ikutan salting + nangis dikit. Pas liat Yoongyeom pengen teriak """"""""""""""""tenggelam aja lukhhh"""""""""""""""", terus pas liat Seunghwi lagi di preview episode selanjutnya, jadi sedih :(("""""""",0,0",Non Self-Harm
5025,"AH GUA PENGEN PERGI GUA PENGEN LARI GUA NGGA MAU DISINI, GUA NGGA MAU TENGGELAM DISINI SENDIRI, GUA BENCI RASA INI."""""""",0,0",Non Self-Harm
5026,"Kak deeee yang ceritanya busuk tenggelam belum ya? Aku nungguin, tapi takut juga... semoga si what if, pengen yang angst2 kak Bukan tenggelam nderrr tapi ada nanti aku bikin si busuk *tutttt* #tellonym"""""""",0,0,1,276,['#tellonym'],[]",Non Self-Harm
5027,"pengen dipeluk banget, di yakinin bahwa aku tu bisa. ini udah bener bener tenggelam dirasa pesimis"""""""",0,0",Non Self-Harm
5028,"Jokowi pengen di puja di puji..Jokowi takut namanya tenggelam. Makanya Jokowi berusaha tiap hari aktif kluyuran  dg bawa wartawan untuk berita Jokowi yg pencitraan,0,1",Non Self-Harm
5029,"Minggu ini capek banget gua.Pengen pingsan dan tenggelam aja ajng.,0,0",Terindikasi Self-Harm
5030,"Pakeij pelampung burungnya biar ga tenggelam, nder Diet anak kecil ya sama aja, kurangi karbo sama gula, kalo pengen tau lebih detail coba u cek IG bebel (bellezhuo), dia juga diet"""""""",0,0,0,545",Non Self-Harm
5031,"kalo case kaya gini hanya bisa naik kalo korbannya pengen ngangkat sih ya, tapi karena tingkat urgensinya nggak semendesak pelecehan seksual jadi banyak tenggelam jadinya.."""""""",1,0",Non Self-Harm
5032,"Halo, Sharon noona! Nanti jadi Hawaiian girl berarti noona harus bisa joget yang kayak ala ala Hawaiian girl itu yaa?  weits saya juga pengen scuba diving tapi saya takut tenggelam dah..."""""""",0,0",Non Self-Harm
5033,"Semoga ajalah karena gw pengen lihat NasDem  tenggelam,0,0",Non Self-Harm
5034,"dengerinnya jadi pengen cutting myself, pernah kebobolan 4 kali sih."""""""",1,0",Terindikasi Self-Harm
5035,"pengen tenggelam disitu, kayaknya enak"""""""",0,0",Terindikasi Self-Harm
5036,"Engga sih, cuma belum pengen tidur aja ini. Kalau tenggelam ditolongin dong, engga ada solidaritasnya gini? Cakep tapi ga naksir ya, soalnya yang ditaksir cuma diri sendiri. :]"""""""",1,0",Non Self-Harm
5037,"Relate bgt... Mana klau pengen recharge tuh rasanya ga oengen deket2 manusia wajib sendirian tenggelam dlm lautan overthinking klau enggak bengong aja sih sampe pernah dikira kesurupan krn tiba2 diem pdhl energi habis doang,1,0",Non Self-Harm
5038,"Cuma pengen rebahan sambil nonton aja malem ini, pengen tenggelam dalam dunia fantasi dulu setelah berjibaku dengan dunia nyata"""""""",1,0",Non Self-Harm
5039,"kok malah dia yg kek ketos nya ajg, kasian el posisinya kaya tenggelam wkwk"""""""",0,0",Non Self-Harm
5040,"Pengen sih nyebur, tapi takut tenggelam.."""""""",1,0",Non Self-Harm
5041,"dan gw pengen ketika bundir gak mau nyusahin banyak orang, gw pengen banget mati dalam keadaan tenggelam di laut."""""""",0,0",Terindikasi Self-Harm
5042,"pengen gue tenggelam ini sungai Nil,0,0",Terindikasi Self-Harm
5043,"Selain ig, aplikasi lain yg bikin insecurity ku meronta-ronta dan bikin drop jiwa adalah linkedin hhhh tiap buka itu rasanya takott dan ahdakdjsisksk pengen tenggelam"""""""",0,0",Non Self-Harm
5044,"masih pengen dpt oversize tapi keknya kalo ambil small pun ttp bakal tenggelam,0,0",Non Self-Harm
5045,"Busyet dah.. jangan taruh di Bogor lg dong Tan.. biar Bogor bersih dr virus mas tenggelam.. Taruh di IKN aja se dinasti kan dia yg pengen bikin IKN.,0,0",Non Self-Harm
5046,"tenggelam aja la,0,0",Terindikasi Self-Harm
5047,"pengen req what if klo annes ndak ada tapi tiap baca part annes tenggelam di kolam aja udah nangis :( Tolong jangan bikin kallis universe jd angst di akhir tahun ini yaaaa #tellonym,0,0,0,223,['#tellonym']",Non Self-Harm
5048,"sebenarnya aku pengen milih tenggelam,0,0",Terindikasi Self-Harm
5049,"Udah lama, emang tenggelam tapi pengen balik suasana dulu"""""""",0,0",Terindikasi Self-Harm
5050,"PENGEN AJA, EMANG GAMAU TENGGELAM SAMA AKU BG?"""""""",1,0",Terindikasi Self-Harm
5051,"pengen tenggelam ditelan bumi,0,0",Terindikasi Self-Harm
5052,"Banyak hal yg membuat capek terutama harus menuhin semua ekspektasi ortu, nurutin semua maunya mereka tanpa dikasih celah untuk berpendapat, tapi gapapa aku kan anak pertama yg kuat haha walau kadang pengen ke pantai trus tenggelam wkwk"""""""",1,1",Terindikasi Self-Harm
5053,"Kalian ada gak sih yg di real life tuh takut sama air yg dalem. Tapi tiap liat video2 kaya gini atau video2 air/laut tuh rasanya pengen masuk ke air terus tenggelam. Kaya syahdu bgt ga si?,0,0",Non Self-Harm
5054,"gue pengen tenggelam skrng juga pls *maluuuuuuuu*,0,0",Non Self-Harm
5055,"aku selalu suka kalo ada temen cowokku yg curhat bilang capek pengen nangis pengen ngeluh, itu tandanya kita manusia. aku selalu bilang ke siapapun itu kalo kita sbg manusia berhak buat ngeluh dan nangis, yg penting kita hrs tetep maju dan gak tenggelam dalam kesedihan. https://x.com/queerblacksmit/queerblacksmith/status/1860546174215971235…"""""""",1,0",Non Self-Harm
5056,"Hiks, jd inget anakq, dia yg kalau ga sesuai hasil dg ekspektasi malah minta maaf ke aq tp aq justru ga pengen dia tenggelam sm situasi itu, setiap proses adlh pembelajaran, ambil mana yg bs ditingkatkan aja. Trus emang siapa lg yg bs kuatin anak2 ngadepin kehidupan klu bkn ortu?"""""""",1,0",Non Self-Harm
5057,"kata yang selalu gua ucapin tuh pengen mati pengen mati, tapi kadang juga pengen 'hidup', emang paling bener waktu tenggelam kemarin gua ga diselametin"""""""",0,0",Terindikasi Self-Harm
5058,"Itu udah terlanjur dan ga bisa diubah nder. Dibanding tenggelam dg masa lalu dan mencari siapa yg harus disalahkan, mending mulai afirmasi positif ke diri sendiri. Mulai perbaiki diri dan mengasah apa yg pengen kamu bisa. Semangat ya senderr, semoga urusannya dilancarkan"""""""",0,1",Non Self-Harm
5059,"pengen tenggelam aja rasanya, apa besok ngga usah masuk kerja ya ARJSHHDJSNAJSHAJ"""""""",1,0",Terindikasi Self-Harm
5060,"Tiap hari ada aja kabar yg bikin hepi & pengen nangis, pengen tenggelam"""""""",0,0",Terindikasi Self-Harm
5061,"pengen berendam sampai tenggelam,0,0",Terindikasi Self-Harm
5062,"Aku pengen tenggelam nin,0,0",Terindikasi Self-Harm
5063,"Ini rasanya aku pengen tenggelam,1,0",Terindikasi Self-Harm
5064,"aku pengen tenggelam,0,0",Terindikasi Self-Harm
5065,"Tiba tiba keinget dulu sering banget ribut sama orang jadi pengen tenggelam. ,1,0,0,38",Terindikasi Self-Harm
5066,"Pengen tenggelam, menghilang dari bumi """""""",0,0",Terindikasi Self-Harm
5067,"ANJING. KESEL BANGET SAMA DIRI SENDIRI. BENCI BANGET. PENGEN TENGGELAM AJA RASANYA.,0,0",Terindikasi Self-Harm
5068,"Klo lg sedih, down, pokoknya sedang merasakan semua perasaan buruk tuh suka pengen memutuskan hubungan dengan org-org. Pengen lari, menghilang, tenggelam. Pengen udahin semuanya. Pengen A harus A. Capek..."""""""",0,1",Terindikasi Self-Harm
5069,"Mulyono pengen kek Marcos makanya fufufafa dipaksakan wapres lewat jalur paman. Semoga fufufafa makin tenggelam dan kita nggak akan melihatnya lg di masa depan,0,0",Non Self-Harm
5070,"Kalo bisa, gue pengen nyebur ke tengah laut. Bayangin lo di tengah-tengah laut biru, ga ada pijakan, lo cuma bisa ngambang dan lama-lama tenggelam. Pasti sakit sih tapi kadang gue beneran pengen nyebur anjirrr"""""""",0,0",Terindikasi Self-Harm
5071,"Sumpah, gak keren dari gedung tuh, gue pengen tenggelam di laut."""""""",1,0",Terindikasi Self-Harm
5072,"abis melakukan hal yg bikin pengen tenggelam lagi wkwkw dasar cegil (gw),1,0",Terindikasi Self-Harm
5073,"Pengen tenggelam ke lautan,0,0",Terindikasi Self-Harm
5074,"Pengen ke pantai yang sepi dan tenang. Tenggelam dan menyatu dengan laut.,0,0",Terindikasi Self-Harm
5075,"makin pengen tenggelam sal,0,0,0,8,[],[]",Terindikasi Self-Harm
5076,"pengen tenggelam aja rasanya, sampe kedasar lautan dan gak kelihatan didasar permukaan."""""""",1,0",Terindikasi Self-Harm
5077,"aslian, pengen tenggelam """""""",0,0",Terindikasi Self-Harm
5078,"Jujur pengen tenggelam aja sumpah ,0,0",Terindikasi Self-Harm
5079,"lengah dikit pengen tenggelam ke dasar laut,0,0",Terindikasi Self-Harm
5080,"DEMI APAPUN PENGEN TENGGELAM KE INTI BUMI,0,0",Terindikasi Self-Harm
5081,"aku mikir, mungkin aku emg belum bersedia buat pulih. tapi aku juga muak. aku bingung harus apa. aku pengen terjun dari gedung supaya bisa lepasin semuanya. aku pengen tenggelam di laut biar telingaku gak denger suara orang² lagi."""""""",0,0",Terindikasi Self-Harm
5082,"pengen ke pantai.. terus tenggelam.,1,0",Terindikasi Self-Harm
5083,"Tolong aku pengen tenggelam aja rasanya,2,0",Terindikasi Self-Harm
5084,"pengen tenggelam dari semua yang hidup,0,0",Terindikasi Self-Harm
5085,"Pengen ngerasain tenggelam di antara LE-LE,1,0",Terindikasi Self-Harm
5086,"tenggelam pas berenang untung lngsng ditolongin sama nyokap+ 2 kali hampir pengen ketabrak kereta(1 pulang teraweh, 1 pulang sekul)"""""""",0,0,0",Terindikasi Self-Harm
5087,"kalo aku dan dia tenggelam di laut trus km bingung slametin siapa, aku ga berharap apapun, ak tenggelam aja sndiri"""""""",0,0",Terindikasi Self-Harm
5088,"Pengen tenggelam rasanya.,0,0",Terindikasi Self-Harm
5089,"Pengen berendam sampai tenggelam,1,0",Terindikasi Self-Harm
5090,"Pengen tenggelam blubub blubub,0,0",Terindikasi Self-Harm
5091,"Pengen tenggelam sj ,0,0",Terindikasi Self-Harm
5092,"pengen tenggelam aja rasanya yaallahh,0,0",Terindikasi Self-Harm
5093,"Ya Allah pengen tenggelam didanau upn yang cetek aja,0,0",Terindikasi Self-Harm
5094,"pengen banget mati tenggelam wkwk,0,0",Terindikasi Self-Harm
5095,"Pengen tenggelam. ,0,0",Terindikasi Self-Harm
5096,"Melalui banyak fase dalam beberapa hari terakhir. Cape bgt rasanya. Pura2 udh oke, pura2 udh lupa, pura2 udh terima padahal nyatanya ngga gitu. Pengen tenggelam rasanya"""""""",0,0",Terindikasi Self-Harm
5097,"rusak udah. gatau pengen tenggelam dari bumi,0,0",Terindikasi Self-Harm
5098,"Pengen tak gelindingin ke laut sampe tenggelam,1,0",Terindikasi Self-Harm
5099,"Tak apa, biarkan saja. Dulu suka aku jawab kalau akunnya sepi, semenjak sudah ramai, aku jadi pembaca saja. Kalau aku ikut jawab, sudah pasti reply-ku tenggelam. Dulu pengen bgt nyoba sebulan, tpi duit 120rb masih terlalu mahal untukku saat ini. Walaupun bisa aja langganan."""""""",1,0",Non Self-Harm
5100,"Astaga, pengen tenggelam g si. Mangat y sahabat"""""""",0,0",Terindikasi Self-Harm
5101,"RASANYA PENGEN TENGGELAM ANJING MALU BANGETTTT GOBLOK GOBLOKKK,0,0,0,13,[],[]",Terindikasi Self-Harm
5102,"Malu banget pengen tenggelam,0,0",Terindikasi Self-Harm
5103,"Pengen tenggelam aja rasanya,0,0,0,16,[],[]",Terindikasi Self-Harm
5104,"Gemeter banget, rasanya pengen tenggelam"""""""",0,0",Terindikasi Self-Harm
5105,"palung mariana sekitar bogor dimana ya? gue pengen TENGGELAM,0,0",Terindikasi Self-Harm
5106,"Guys aku pengen tenggelam ,0,0,0,86",Terindikasi Self-Harm
5107,"Udah lah pengen tenggelam aja ,0,0,1,14",Terindikasi Self-Harm
5108,"MALU BANGET LG NYARI MABA UMN??  SUMPAH PENGEN TENGGELAM,1,0,0,54",Terindikasi Self-Harm
5109,"rill pengen tenggelam di muara angke karna melakukan ketololan,0,0",Terindikasi Self-Harm
5110,"pengen tenggelam pengen ngilanh dari akun ini wkdjwdksoks,0,0,0,53,[]",Terindikasi Self-Harm
5111,"pengen banget menggelinding terus tenggelam di air yang biru itu.,0,1",Terindikasi Self-Harm
5112,"Udah capek banget pengen tenggelam aja di laut (ू˃̣̣̣̣̣̣︿˂̣̣̣̣̣̣ ू) ,1,0,0",Terindikasi Self-Harm
5113,"PENGEN TENGGELAM AJA DAH GUA DI LAUTAN,0,0",Terindikasi Self-Harm
5114,"pengen tenggelam,biar ga ditemui"""""""",1,0",Terindikasi Self-Harm
5115,"huft lelah, pengen tenggelam aja"""""""",0,0",Terindikasi Self-Harm
5116,"Baguss yallah malu pengen tenggelam aja,0,0,0,11,[],[]",Terindikasi Self-Harm
5117,"Demi apa pengen tenggelam ja rasanya,0,0",Terindikasi Self-Harm
5118,"Malah pengen tenggelam :',1,0",Terindikasi Self-Harm
5119,"pengen tenggelam, not in a bad way btw.. cuma kalo di dalem air tuh rasanya super duper peaceful aja gt"""""""",0,0",Terindikasi Self-Harm
5120,"Pengen tenggelam ke bumi,0,0",Terindikasi Self-Harm
5121,"Pengen tenggelamTapi aku jauh dari laut,0,0",Terindikasi Self-Harm
5122,"absen yang pengen tenggelam,0,0",Terindikasi Self-Harm
5123,"Bener, boro-boro napas... Sekali apes rasanya kaya pengen tenggelam"""""""",0,2",Terindikasi Self-Harm
5124,"jujur mood gue jelek banget  gara-gara pengumuman utul kaya pengen tenggelam aja dari bumi ,0,0,0",Terindikasi Self-Harm
5125,"Gmn ya caranya supaya ga sedih sussssssaaaaaahhhhhhh pengen nangis smpe bogor tenggelam lautan air mata tp nanti sakit kepala,2,0",Terindikasi Self-Harm
5126,"Yaampun pengen banget tenggelam bentar di pantai,2,0",Terindikasi Self-Harm
5127,"Pengen tenggelam aja rasanya ,0,0",Terindikasi Self-Harm
5128,"pengen tenggelam rasanya,0,0",Terindikasi Self-Harm
5129,"pengen mati di bathub atau mati tenggelam,1,0",Terindikasi Self-Harm
5130,"Rasanya pengen tenggelam aja dalam tumpukan duit ,0,0,0",Non Self-Harm
5131,"Pengen sebenernya, tapi pas udah di kolam renang tubuh ini mendadak kaku. Taku tenggelam """""""",1,0",Terindikasi Self-Harm
