id,clean_content,label
3813,i miss my man sok bad markmin if i cant attend fanmeet gegara visa gue jedotin kepala gue lahir jadi wni,Non Self-Harm
3814,rasa pengin gue jedotin kepala greget banget sumpil,Non Self-Harm
3815,tambah terima kasih bikin aku senyum kaya orang gila tiap motor terima kasih bikin aku mau jedotin kepala tembok tiap lu ulah kayak barusan pokok terima kasih meski aku sering misuhin kamu lovingly akun rant,Terindikasi Self-Harm
3816,pengin banget gue jedotin kepala haters anjrr kesel banget gue baca semua hak paten najis banget iyuhh kampung,Non Self-Harm
3817,jedotin kepala gue,Terindikasi Self-Harm
3818,malming mau tonton film rumah tunggu download jam download gagal enggak resume rasa pengin jedotin kepala orang tembok,Non Self-Harm
3819,aku pribadi pengin jedotin kepala tembok,Terindikasi Self-Harm
3820,lihat lihat makin gas tuh bocah bagus kepala jedotin biar enggak bloon,Non Self-Harm
3821,rasa pengin ganti kepala pengin jedotin kepala sakit banget,Terindikasi Self-Harm
3822,kayak begini remehin kepala lu sini gua jedotin,Non Self-Harm
3823,apa gue jedotin kepala gue tembokya,Terindikasi Self-Harm
3824,jay ganteng bgr anjeng hue mau jedotin kepala gue,Terindikasi Self-Harm
3825,gue jedotin nih kepala tiang sutet anying,Terindikasi Self-Harm
3826,gue jedotin apa kepala gue tembok sekarang,Terindikasi Self-Harm
3827,kalo mau nyelem kuatin hati siapin bantal samping biar enggak jedotin kepala sembarang wkwk,Terindikasi Self-Harm
3828,lu pernah enggak pengin jedotin kepala orang jadi pepes,Non Self-Harm
3829,hahahahahahahah aaaaaaa jedotin kepala,Terindikasi Self-Harm
3830,gay gep sama tetangga kos wc sama teman cwknya jadi gebuk an homok vs abang kos belah akhir sih homok arak pak rt untung sempat lihat adegan kepala sih homok jedotin tembok,Non Self-Harm
3831,bagaimana kalo lu malang terus saling jedotin kepala adil,Non Self-Harm
3832,tahan buat enggak jedotin kepala lo,Non Self-Harm
3833,jedotin kepala kalo enggak sakit betarti mimpi,Terindikasi Self-Harm
3834,ribu orang situ enggak ada mau jedotin kepala dua apa,Non Self-Harm
3835,jambak terus jedotin kepala nya biar sadar,Non Self-Harm
3836,pengin banget gue jedotin kepala nya aspal bikin susah gue mulu setan,Non Self-Harm
3837,badan gue remuk kayak habis timpa besi ton kepala gwej pusing kayak habis jedotin sehat sehat deh badan,Non Self-Harm
3838,eh jedotin kepala gue biar stop beli cardigan,Terindikasi Self-Harm
3839,salah satu cegah aku jedotin kepala meja kantor,Terindikasi Self-Harm
3840,pengin jedotin kepala rasa anjengggg,Terindikasi Self-Harm
3841,pusingg banget kepala gue habis jedotin tembok,Terindikasi Self-Harm
3842,sini gue bisikin ofc sekali kepala lu gu jedotin,Non Self-Harm
3843,jedotin kepala suka,Terindikasi Self-Harm
3844,kalo diturutin apa mau nya nih aki aki satu fix teriak antek antek asing jedotin kepala nya suruh lihat noh presiden lu sendiri tunduk sama asing,Non Self-Harm
3845,brb mau jedotin kepala tembok terbit,Non Self-Harm
3846,halah halahhh lucu cepat jadi enggak lu dua jedotin kepala dua,Non Self-Harm
3847,jedotin kepala aja aku capek banget,Terindikasi Self-Harm
3848,mau bantu jedotin kepala gue,Terindikasi Self-Harm
3849,mau jedotin kepala saking capek,Terindikasi Self-Harm
3850,teh bayar baru dp tetap bayar full terus penalty terus tiket sold out parah lah mana jis nyata kosong kabayang sih onty jambakin rambut jedotin kepala tembok,Non Self-Harm
3851,request jedotin kepala aku please,Terindikasi Self-Harm
3852,sekali jedotin kepala gue imxmuggle,Terindikasi Self-Harm
3853,eh gue jedotin kepala lo astra,Non Self-Harm
3854,coba jedotin kepala kamu tembok,Non Self-Harm
3855,wkwk raja ada kepala lu gua jedotin anjir,Non Self-Harm
3856,kalo bosan tinggal jedotin kepala tembok terus lihat foto kak manda jadi izin aku kak,Terindikasi Self-Harm
3857,gue lebih pilih omong yaudahlah banding gue jedotin tuh kepala keluar darah,Non Self-Harm
3858,pantek pengin gue jedotin kepala nya tembok,Non Self-Harm
3859,gila banget mudswing cewek gue kalo mau anjgggggg jedotin kepala gue tembok lu ngomel mulu jingakk,Terindikasi Self-Harm
3860,jedotin kepala mampus,Terindikasi Self-Harm
3861,kepala gue pusing banget pengin banget jedotin tembok,Terindikasi Self-Harm
3862,jedotin kepala deh dinding,Terindikasi Self-Harm
3863,kadapi lu mau jedotin kepala tembok sendiri apa bantu orang kampung segala omong move on then move on benar mampus lu aarrggghh abol gue hiks,Non Self-Harm
3864,enggak sekali lu jedotin kepala gua lu tabrak gua lu apa kayak anjgg begini cok ppek,Terindikasi Self-Harm
3865,wkwkwk tahan veren no no kepala kau jedotin gapapa dahhh,Non Self-Harm
3866,wkwk aku dah tahap kayak pengin jedotin kepala orang tembok,Non Self-Harm
3867,anjay demen nih harris sat set begini pokok gue tetap dukung harris osa kalo sih ino jedotin kepala gabby otw digeprek sih gabby,Non Self-Harm
3868,jedotin kepala nya coba kak kepala kakak mu kali eling deh benar kayak malah julid heran lagi baru pacar,Non Self-Harm
3869,joss jangan apa gue jedotin kepala lu gera kasih kode anjir,Non Self-Harm
3870,terus lu mau bagaimana anjing jedotin kepala tembok get some help lah tahi lihat driver senyum dikit langsung narasi mana,Non Self-Harm
3871,please besok gweh bangun mukjizat kepala gweh jedot enggak apa jedotin kepala gweh bikin gweh jenius banget sat,Terindikasi Self-Harm
3872,apasih gblk saltink jedotin kepala sendiri jam gin gblkkk,Terindikasi Self-Harm
3873,exclusive fancam banget lihat langsung literally depan mata yinwar staring contest mana tahan tawa ahelah mbak hasrat pengin jedotin kepala dua enggak lovingly yinwar vietnam,Non Self-Harm
3874,benar akhir pengin banget jedotin kepala wkwkwk,Terindikasi Self-Harm
3875,pengin jedotin kepala nya bam enggak ih tinggal minta maaf gengsi nya setinggi burj khalifa bjirrr kan tinggal minta maaf deh damai terus bucin an lu dua jangan dong iya kan tinggal minta maaf,Non Self-Harm
3876,jedotin kepala gue tembok sekarang,Terindikasi Self-Harm
3877,cemburu terus jedotin kepala truk hilang tuh cemburu nya bang,Terindikasi Self-Harm
3878,anak babu ismael apa ishak coli lu sono sama kambing terus jedotin kepala lu batu idiot sok pintar bantuin sodara lu no timteng miskin,Non Self-Harm
3879,gue kesel banget situasi anak kecil brisiknya kayak setan kayak triak triak pengin gue jedotin kepala nya dinding rasa,Non Self-Harm
3880,kalau katai user valentina hero tap tap gue jedotin kepala lu,Non Self-Harm
3881,pusing banget kepala aku kayak jedotin,Non Self-Harm
3882,wkwkkwkwkwk jambak cok kepala gua cok tikam sekaliannnn jedotin bolak balik ege gapapaaa kasihan lu nya capek omong mending kalo mau sakit fisik gua sekali gapapaaaa sumpah deh ksi mental gwe soalny gaakan lawan gua kan lu orang tua gaakkkk,Terindikasi Self-Harm
3883,i lof lu zara terima kasih sadar hampir gue jedotin kepala lu,Non Self-Harm
3884,kalo senen enggak diumumin event perthsanta gue jedotin kepala deh kaya gmmtv gue lemparin tomat habis gue jedot diri,Terindikasi Self-Harm
3885,tutorial nya adalahh jedotin kepala mu batuu dijaminnnn tidurrr,Non Self-Harm
3886,nah bikin mau jedotin kepala nya beda level,Terindikasi Self-Harm
3887,aku jedotin kepala mu aan,Non Self-Harm
3888,jangan edit vt jeno pakai butterflies pls benar aku mau jedotin kepala,Terindikasi Self-Harm
3889,jedotin kepala enggak sih bos,Terindikasi Self-Harm
3890,jedotin kepala gue dinding jayastagfirullah mantappppp,Terindikasi Self-Harm
3891,nih bocah labil satu lama gue jedotin komputer kepala nya,Non Self-Harm
3892,hubung miskom bgtgue jedotin kepala nya dua,Non Self-Harm
3893,false sini gue jedotin kepala lo tembok,Non Self-Harm
3894,gue kalo jadi holjund bukan nendang post gue jedotin kepala saking frustasi nya,Non Self-Harm
3895,kaya rezim perlu jedotin kepala nya biar tobat,Non Self-Harm
3896,iya iya iya mending saling jedot jedotin kepala dinding gapapa,Terindikasi Self-Harm
3897,apa enggak bisa pinjem pintu aja doraemon buat jedotin kepala,Non Self-Harm
3898,jedotin kepala,Terindikasi Self-Harm
3899,habis jedotin kepala tembok kak,Terindikasi Self-Harm
3900,enggak siang enggak malam jedotin kepala mulu wkwkwk,Terindikasi Self-Harm
3901,coba jedotin kepala lu tembok biar lupa ingat,Non Self-Harm
3902,jedotin kepala tembok,Terindikasi Self-Harm
3903,tuduh jedotin kepala adek kelas hilang ingat,Non Self-Harm
3904,kepala lu sini gue jedotin,Non Self-Harm
3905,siapa tuju jedotin kepala bareng bunyi tung tung tung sahur,Terindikasi Self-Harm
3906,lemes sama pusing gua kalah sama rasa kangen gua pacar alias kangen anjengggg jedotin kepala gue tembok plis,Terindikasi Self-Harm
3907,berat kalo timpuk bagaimana jedotin kepala nya,Non Self-Harm
3908,tadi jedotin kepala,Terindikasi Self-Harm
3909,aku habis jedotin kepala gara gara,Terindikasi Self-Harm
3910,sekarang kerja gue cuman jedotin kepala doang,Terindikasi Self-Harm
3911,benar bm jedotin kepala gue sendiri,Terindikasi Self-Harm
3912,jedotin kepala gue babi,Terindikasi Self-Harm
3913,coba jedotin kepala amnesia kak hehe,Non Self-Harm
3914,sriyus deh kalo kampus ku bikin lebih malas urus berkas yudisium kayak hihhhhh pengin jedotin kepala peluk dokyeom rasa,Terindikasi Self-Harm
3915,ayo ris jedotin kepala manusia denial cium haris harap rakyat,Non Self-Harm
3916,all emu baru temu konten kiriya kali emu rasa mau teriak jedotin kpala tembok hswushwswuhw kepala gue pusing,Terindikasi Self-Harm
3917,pusing literally level pengin jedotin kepala entah vertigo entah kurang tidur entah telat makan entah heatstroke entah rungsing kena sikap panas dingin sih hantu satu,Terindikasi Self-Harm
3918,false jedotin aja kepala gua beton,Terindikasi Self-Harm
3919,anime stres gila jedotin kepala tembok,Terindikasi Self-Harm
3920,siapa coba jedotin kepala gue dinding pasti bukan mimpi,Terindikasi Self-Harm
3921,jedotin kepala teman kantor lu nik wkwkokwjok,Non Self-Harm
3922,coba jedotin kepala kalian,Non Self-Harm
3923,lu pernah enggak sih sangking kesel kayak pengin jedotin kepala dinding,Terindikasi Self-Harm
3924,allah lu tendang gua kencang jedotin kepala gua sekarang enggak sadar,Terindikasi Self-Harm
3925,edan banget kakak lo sumpah kalo gue jadi lo gue jedotin kepala tembok,Non Self-Harm
3926,mantan ibu mertua kayak anjing sumpah kepala gua rasa mau jedotin emosi bed anying lah,Terindikasi Self-Harm
3927,orang sama sama mentally unstable gue paham kok kalo pas fase toxic rasa pengin jedotin kepala semua orang satu satu ngejadiin seluruh dunia musuh gue but still you can be depressed without dragging other people down go get therapy shawty,Non Self-Harm
3928,pengin jedotin kepala beton,Terindikasi Self-Harm
3929,jedotin kepala benar nih aku,Terindikasi Self-Harm
3930,mau sadar mau gua jedotin dulu kepala lu tembok,Non Self-Harm
3931,pengin jedotin kepala temenku galau pacar,Non Self-Harm
3932,nu lu jedotin kepala samping lu dua greget banget deh tinggal disosorin dua,Non Self-Harm
3933,apa gue jedotin nih kepala,Terindikasi Self-Harm
3934,uwon kamu hari petcahhhhhh banget gacorrrrr aku pengin jedotin kepala dinding rasa,Terindikasi Self-Harm
3935,gue jedotin kepala sekarang,Terindikasi Self-Harm
3936,kalau pening jedotin kepala,Terindikasi Self-Harm
3937,pusing nad miskomunikasi mulu mau gua jedotin kepala wiyi ibim,Non Self-Harm
3938,kalau sih rambut merah ntuh tekan gue jedotin nih kepala gue,Terindikasi Self-Harm
3939,jedotin kepala kamu,Non Self-Harm
3940,lu jedotin kepala lu nder mikir,Non Self-Harm
3941,duasar kaum buta huruf masak kagak engah kalo jebak kau baca tetap lafal tak ubah meski kalimat pisah kau tau ku pisah saran kau pandai jangan stop jedotin kepala kau lantai pahala,Non Self-Harm
3942,tim bubur aduk apa tim jedotin kepala abang abang bubur,Non Self-Harm
3943,lihat tl akhir bikin gue pengin jedotin kepala kencang banget,Terindikasi Self-Harm
3944,jedotin kepala tembok mah lama lama,Terindikasi Self-Harm
3945,jedotin kepala nya biar amnesia,Terindikasi Self-Harm
3946,rasa nih kepala mau gue jedotin sekali tembok biar makin puyeng,Terindikasi Self-Harm
3947,paling kayak jedotin kepala talenan,Terindikasi Self-Harm
3948,allah pengin punya kuat super biar jedotin kepala,Non Self-Harm
3949,tuju enggak kalo jedotin kepala bareng bareng,Terindikasi Self-Harm
3950,se gamon gamon gue mah gue enggak pengin rent free kepala mantan gue sih kalau enjoy the present kapai pikir gue omong jedotin kepala,Terindikasi Self-Harm
3951,bantuin lu harus jedotin kepala lu pohon cabe sih,Non Self-Harm
3952,kepala lu gue jedotin tembok,Non Self-Harm
3953,mending kepala lu jedotin tembok deh biar otak lu lancar enggak ngebokep,Non Self-Harm
3954,allah masa iya sih gaji gue habis buat bayar tilang doang menang capek capek pengin jedotin kepala,Terindikasi Self-Harm
3955,mrnurut lu mending gue jedotin kepala gue tembok apa dinding,Terindikasi Self-Harm
3956,terus lu stay mau gue goblok goblokin mau gue jedotin tuh kepala biar sadar,Non Self-Harm
3957,pusing banget kepala gue ngentot ngentot apa gue jedotin,Terindikasi Self-Harm
3958,gue jedotin kepala lu tiga,Non Self-Harm
3959,enggak sabar kepala lo gue jedotin batu nder coba balik deh lo tunggu cewek lo dandan jam lo kesel enggak lo badmood enggak,Non Self-Harm
3960,reflek mau jedotin kepala tiap ingat,Terindikasi Self-Harm
3961,jadi jedotin kepala tembok nih gue,Terindikasi Self-Harm
3962,lap kalo lu bacot bacot soal islam rahmat lil alamin kalo laku lu kayak begini mending jedotin kepala lu lap,Non Self-Harm
3963,gue jedotin kepala gue tembok enggak capek banget,Terindikasi Self-Harm
3964,coba jedotin tembok kepala nya,Terindikasi Self-Harm
3965,kalo potong rambut aku jedotin kepala tembok sekarang,Terindikasi Self-Harm
3966,komtl pengin gue jedotin kepala nye,Terindikasi Self-Harm
3967,gue jedotin kepala lu biar amnesia sekali,Non Self-Harm
3968,menang jedotin kepala kali,Terindikasi Self-Harm
3969,kepala lo mau gue jedotin enggak biar punya soul anjr,Non Self-Harm
3970,pengin banget jedotin kepala sih ega,Non Self-Harm
3971,jedotin kepala nye tembok,Non Self-Harm
3972,kepala lu mau gue jedotin aspal enggak,Non Self-Harm
3973,kadang cowok kayak begini tuh gue enggak erti mau nya apa minta jelas malah diread doang kira nih asa main kali pengin gue jedotin kepala nya,Non Self-Harm
3974,suara sama rara habis sayang sekarang rasa a aku pengin jedotin kepala aku biyar tidur nyenyak aku merem bayang kamu selalu muter kepala aku bikin hati aku sakit,Terindikasi Self-Harm
3975,tolol ah nya gemas banget pengin jedotin kepala,Non Self-Harm
3976,diam ataw kepala lu gue jedotin tabung gas,Non Self-Harm
3977,dega sini deh bentar gue jedotin kepala lo tuh ingat balik sini enggak lo dega,Non Self-Harm
3978,hoon gua enggak gua mau lupa jedotin kepala gua pls,Terindikasi Self-Harm
3979,kayany habis gue jedotin kepala gue,Terindikasi Self-Harm
3980,streak dulu baru jedotin kepala lu,Non Self-Harm
3981,gue jedotin lama lama kepala lu empat,Non Self-Harm
3982,wwc jam enggak cocok orang puasa alias pengin jedotin kepala tembok mulu,Terindikasi Self-Harm
3983,kepala nya jedotin stadion deh biar sadar kalo vazeuez sama alaba jelek,Non Self-Harm
3984,pengin jedotin kepala tembok,Terindikasi Self-Harm
3985,bang gue kalo gregetan tuh impulsif jedotin kepala orang loh,Non Self-Harm
3986,tanya ha ku jedotin sini kepala kauu,Non Self-Harm
3987,kalo aku bikin narasi sendiri buat jedotin kepala enggak,Non Self-Harm
3988,kalo gue jadi abang gue jedotin kepala adeknya tembok sih,Non Self-Harm
3989,benar pangeran solo pls jedotin kepala lu sekarang,Non Self-Harm
3990,jedotin kepala adek lo tembok beberapa kali biar tau susah cari duit,Non Self-Harm
3991,jedotin kak kepala nya fandez kayak amesia deh,Non Self-Harm
3992,mau sadar sendiri mau gua jedotin kepala lu nder,Non Self-Harm
3993,siapa sana jedotin kepala sih ardega plizzzz,Non Self-Harm
3994,jedotin kepala biar sadar,Non Self-Harm
3995,mending jedotin kepala tembok enggak sih setrika,Terindikasi Self-Harm
3996,pegang kepala nya terus jedotin,Non Self-Harm
3997,deh kalo sih adit sama noah rl gue jedotin kepala satu satu gawaras anjing,Non Self-Harm
3998,gue jedotin kepala tembok apaya anjgggg gemas betulll,Terindikasi Self-Harm
3999,kurang adegan kepala jedotin tembok,Terindikasi Self-Harm
4000,benci banget sama diri sendiri pengin jedotin kepala tembok pingsan,Terindikasi Self-Harm
4001,se enak bilang lupa lu abi sini kepala lu gue jedotin biar lupa ingat sekali jadi kesel kan,Non Self-Harm
4002,enggak jelas banget nih dua mau gue jedotin enggak kepala kalian dua woyy,Non Self-Harm
4003,nih kepala memang jedotin tembok kayak,Terindikasi Self-Harm
4004,gue orang gila dengar lagu suka pas asing pas asing jedotin kepala gue sekarang,Terindikasi Self-Harm
4005,mana aku bawa anak bawa umur besan allah rasa mau jedotin kepala,Terindikasi Self-Harm
4006,enggak sekali kali datang indonesia masa terus mau kapan doi europe sama us semangat tingkat dewa kalo dimaklumin terus gaakan benar kapan denial banget gue jedotin kepala lu pohon toge nih loise,Non Self-Harm
4007,jedotin kepala aqeela pls toyor enggak apa deh,Non Self-Harm
4008,jedotin kepala lu tembok,Non Self-Harm
4009,kayak salah satu alas al demen elus kepala pegang pundak kalo pinggang kudu bongkok kali makanya pakai heels sama naikin kaki telapak pas dansa biar dagu sejajar pundak nek nyeker kayak mau jedotin jidat tembok sih nyeker sejajar dagu,Non Self-Harm
4010,lucu banget anjrit apa nama panggil sumpah lucubgt kok kaya mau jedotin kepala gakuatbgt,Terindikasi Self-Harm
4011,bocil gendeng transum tantrum hentak hentak kaki jedot jedotin kepala kaca idiot,Non Self-Harm
4012,aduh pusing banget kepala gua jedotin apa,Terindikasi Self-Harm
4013,false jedotin kepala nya pintu unnie,Terindikasi Self-Harm
4014,deh lah jedotin kepala gue,Terindikasi Self-Harm
4015,bhar she mau enggak nyeblak warung memang rafael habis tuh mau ku jedotin kepala kalian dua adu siapa paling keras,Non Self-Harm
4016,jedotin apa kepala gua sakit banget,Terindikasi Self-Harm
4017,typikal cemburu tuh sarkas asa sok paling erti asa orang asa sendiri dipendem jedotin kepala dua enggak utama sih molen agzzzz,Non Self-Harm
4018,im fineh jedotin kepala tembok,Terindikasi Self-Harm
4019,akibat jedotin kepala kau lantai begini hasil akhir,Terindikasi Self-Harm
4020,jangan sayang jedotin kepala gue,Terindikasi Self-Harm
4021,mah anak move on emaknya ikut ikut jedotin kepala biar amnesia enggak sih,Non Self-Harm
4022,kak izin jedotin kepala lovingly acc enggak,Non Self-Harm
4023,lu keren bang sumpah lu keren bikin malu lu sabar kalo gua jadi lu mungkin gua jedotin kepala pecah,Non Self-Harm
4024,langsung jedotin kepala omong tembok,Non Self-Harm
4025,pengin jedotin kepala gue tembok,Terindikasi Self-Harm
4026,nih anjing jedotin kepala gua anjing,Terindikasi Self-Harm
4027,jedotin kepala gua sekarang pls,Terindikasi Self-Harm
4028,maaf kamu ganteng banget sayang gue habis lihat foto jadi bm jedotin kepala benar ngeblank malfungsi gajalan otak gue,Terindikasi Self-Harm
4029,jedotin kepala gue dulu entar ganti,Terindikasi Self-Harm
4030,false siapa mau jedotin kepala gue tembok,Terindikasi Self-Harm
4031,habis jedotin kepala ru,Non Self-Harm
4032,pengin jedotin kepala deh puyeng benar,Terindikasi Self-Harm
4033,siap jedotin kepala tembok,Terindikasi Self-Harm
4034,pengin jedotin kepala banget,Terindikasi Self-Harm
4035,lama gua jedotin kepala kalian dua,Non Self-Harm
4036,bela agens kata gue jedotin dulu deh kepala lo biar waras orang kalo ditreat baik tuh betah bakal stay balik kalo kena mistreatment mending out cari agens lebih baik,Non Self-Harm
4037,coba jedotin kepala tembok,Non Self-Harm
4038,bagaimana kalo gue jedotin kepala gue lante,Terindikasi Self-Harm
4039,jastip jedotin kepala orang enggak anjing kesel banget gua sial monyetttt,Non Self-Harm
4040,gue jedotin kepala gue ajg,Terindikasi Self-Harm
4041,senempel denial anjir bingung banget apa perlu gua jedotin kepala dua,Non Self-Harm
4042,ah elahhhh kepala siapa jedotin,Non Self-Harm
4043,false enggak gua jedotin kepala lu haikal,Non Self-Harm
4044,kturunan babu enggak bakal erti kitab ajar goa iblis gih jedotin kepala lu lante item jidatnye,Non Self-Harm
4045,bos gua pakai design ai ghibl kata bagaimana kalo lu gue jedotin kepala nya,Non Self-Harm
4046,sih zara pakai bilang iya pengin gue jedotin rasa kepala sih zara rabbi lagi sih fattah tolak enggak usah tanya zara,Non Self-Harm
4047,gue mending saling jedotin kepala ra,Terindikasi Self-Harm
4048,cermin markf banget yeu kepala lu gua jedotin cermin,Non Self-Harm
4049,pengin deh gua jedotin kepala lu dua makanya omong atuh ganteng,Non Self-Harm
4050,gue jedotin kepala lu kepala gue dinding transum lu traumatized suruh diam enggak,Terindikasi Self-Harm
4051,apa gue jedotin nih kepala tembok,Terindikasi Self-Harm
4052,sori bakal gue jedotin dulu kepala bocil,Non Self-Harm
4053,gue habis jedotin kepala bocah tiang darah gara gara pegang pantat gue posisi gue beli es bazar terus nih bocah bangsat pegang pantat gue belakang enggak pakai lama gue langsung jambak rambut terus jedotin pala tiang tenda jual es anjing,Non Self-Harm
4054,gue gemas pengin jedotin kepala kayak pls get a room aja,Non Self-Harm
4055,spiclesss dhlah jedotin kepala guaaaa,Terindikasi Self-Harm
4056,pengin jedotin kepala deh anjing,Terindikasi Self-Harm
4057,jedotin kepala plis gemas,Non Self-Harm
4058,coo jedotin kepala kakak lu biar omong emosi banget gue baca,Non Self-Harm
4059,kepala lu sini gua jedotin bud enggak ada gampang damai kalo tau bapak mau poligami pikir kalo poligami hidup bakal tenang fair buat istri istri enggak tolol model pelakornya enggak tau diri malah makin dibabuin,Non Self-Harm
4060,jedotin lah nih kepala tembok,Terindikasi Self-Harm
4061,draining aaaaaaaa jedotin kepala nih,Terindikasi Self-Harm
4062,eh sunoo sumpah lu jedotin lah kepala gue aspal,Terindikasi Self-Harm
4063,benar sih chel sih santa malu banget pengin gua jedotin kepala,Non Self-Harm
4064,mau lihat aku jedotin kepala enggak,Terindikasi Self-Harm
4065,elang cepat jedotin kepala biar balik,Non Self-Harm
4066,panik malu pengin jedotin kepala tembok,Terindikasi Self-Harm
4067,gedek banget sama kakak nya sender pengin wa jedotin kepala nya,Non Self-Harm
4068,first of all jedotin kepala kakak lu pls geram banget gue harap pas baca akhir thread minta maaf sesal terus bantu mikir solusi bagaimana eh malah bodo sama masalah buat tanya perkara duit juta,Non Self-Harm
4069,otw jedotin kepala dada kakak brian,Terindikasi Self-Harm
4070,kalo orang tua nya kasih bela maklum namanyaa kecil jedotin kepala nya tembok makanya masihh kecill mah ajar mana jele manaa bagus kasihh tau arti harga memang bocil hasil hari,Non Self-Harm
4071,stresss banget ngadepin dua pengin jedotin kepala sumpah biar sdr,Non Self-Harm
4072,lu pilih gue pukul apa lu jedotin kepala lu sendiri,Non Self-Harm
4073,pengin gue jedotin nih kepala sakit banget,Terindikasi Self-Harm
4074,pls banget buat tanggal entar moga sih aagz jangan dibuatt cemburuuu pls inimahh minimal banget diam apa enggak kalo sih magz isengin bilang apaansi lo soasikk jedotin kepala sih magz tembok,Non Self-Harm
4075,wey menit puluh lima menit puluh lima menit doang lu bilang kocak memang harus langsung jedotin kepala nih orang kursi biar mikir adh bikin nyap nyap lu,Non Self-Harm
4076,memang saat gue jedotin kepala sih dami dami,Non Self-Harm
4077,tetap aku mah aku jedotin kepala nya,Non Self-Harm
4078,ih marah gue mah langsung gue jedotin kepala nya tembok kalo ketemu,Non Self-Harm
4079,bagaimana jedotin kepala nya whoosh,Non Self-Harm
4080,jedotin tembok kepala nya,Terindikasi Self-Harm
4081,gua pengin jedotin kepala gua anjerrrr,Terindikasi Self-Harm
4082,siapa jedotin kepala norwen,Non Self-Harm
4083,badang lah jedotin kepala orang mulu wkwkwk,Non Self-Harm
4084,pengin gue jedotin kepala nya dinding,Non Self-Harm
4085,kucing gila lompat jendela tahu jedotin kepala nya sendiri aneh,Non Self-Harm
4086,gue enggak tau menang apa ketawa jujur asli pengin jedotin kepala dinding rasa,Terindikasi Self-Harm
4087,cfans waras jedotin kepala teman teman lu enggak waras biar sadar enggak bebal,Non Self-Harm
4088,romance nya terlalu slow burn sumpah aku enggak kuat maomao banget mah pengin banget aku jedotin kepala astajagdjhe gemas banget tahi pengin tak hih,Non Self-Harm
4089,banyak maunyaa ye lu memang enggak cukup mongjae update wv ih gue jedotin kepala lu dinding,Non Self-Harm
4090,lama lama aku jedotin kepala abang biar ingat,Non Self-Harm
4091,habis teraweh gue mau jedotin kepala biar amnesia bentar,Terindikasi Self-Harm
4092,woy kim suhyon cangcut gue jedotin kepala lu anjinc,Non Self-Harm
4093,gue jedotin kepala kaliya,Terindikasi Self-Harm
4094,kaii anjir sesal enggak lo enggak jadi nemenin isa isa lecet sesal parah mager asli makanya biar isa pergi sama eita habis jedotin kepala sesal,Non Self-Harm
4095,otw jedotin kepala line man first khaotung fk,Non Self-Harm
4096,jedotin kepala kali gue stres salting banget kalo benar ngegambar foto,Terindikasi Self-Harm
4097,gedek banget sama scene lama lama gue jedotin kepala lo dua,Non Self-Harm
4098,atur bom pulang jedotin dulu kepala sih miskin kali waras,Terindikasi Self-Harm
4099,allah gue lembur tanggal pengin jedotin kepala rasany,Terindikasi Self-Harm
4100,mana turunnnn turun jabat lo kau kepala kau gue jedotin murah tiket gue jepang medan,Non Self-Harm
4101,oon gasadar dia lu sekarang anjir mikimek mikimos badut disney hadahhh perlu gue jedotin kepala lu,Non Self-Harm
4102,sumpah aku jedotin kepala,Non Self-Harm
4103,kepala lu excited spark enggak semua nya buyar gua jedotin lu kalo bilang fan oplos lu enggak tau berapa besar effort myday,Non Self-Harm
4104,pengin gue jedotin kepala gue rasa,Terindikasi Self-Harm
4105,aku jedotin balik pakai kepala bawah mau,Non Self-Harm
4106,pengin gue jedotin kepala jeve,Non Self-Harm
4107,gue baru bangun anteng toilet ditanyain sama pacar gue trading yaallahhhhhhh pengin gue jedotin kepala gue sek sekkk berak sekkkkk untung sayang anjir,Terindikasi Self-Harm
4108,sky as donald and nan as daisy allahuakbar gue mau jedotin kepala gue,Terindikasi Self-Harm
4109,mau jedotin kepala lihat kondisi negara sama diri sendiri ikan aku kuat buat hadap semua,Terindikasi Self-Harm
4110,pernah enggak capek terus enggak punya teman cerita terus jedotin kepala tembokkk menang karenaaaa enggak bisa ngeluapinn emosi sendiriiiii jelekkk banget anjinggg,Terindikasi Self-Harm
4111,gue gereget banget anjgggggg pengin jedotin kepala,Terindikasi Self-Harm
4112,ep cokkk aduh gue jedotin kepala benar apa,Terindikasi Self-Harm
4113,sungkem sama baabin tahan kagak jedotin kepala chian mesin,Non Self-Harm
4114,kalo mah gue jedotin kepala gue kali kali biar enggak sakitttttt,Terindikasi Self-Harm
4115,jujur capek benar muak banget sama semua bentuk sabotase tae kalo omong tae enggak mau masuk nominasi aduh antem deh gue jedotin sini kepala lu,Non Self-Harm
4116,enggak anjg pengin gue bejek bejek terus gue jedotin kepala nya,Non Self-Harm
4117,jedotin kepala gue lu dua begini gue ikhlas,Terindikasi Self-Harm
4118,jedotin kepala cuy,Terindikasi Self-Harm
4119,jedotin kepala gue plsszszszssz,Terindikasi Self-Harm
4120,guys jawab jedotin kepala gue tembok yay nay habis lihat foto,Terindikasi Self-Harm
4121,enak jedotin kepala tembok loncat gedung wdyt,Terindikasi Self-Harm
4122,mending gua jedotin kepala apa gua jedotin kepala gua sendiri,Terindikasi Self-Harm
4123,alias aaarghhhhh gue jedotin kepala lo calvin,Non Self-Harm
4124,jedotin kepala biar amnesia berjama ah,Terindikasi Self-Harm
